npsn,nama,bentuk_pendidikan_nama,jenjang_pendidikan_nama,alamat_jalan,rt,rw,nama_dusun,desa_kelurahan_nama,Column,lintang,bujur,kebutuhan_khusus_nama,status_sekolah_nama,status_kepemilikan_nama
20271533,SLB YPDP,Keaksaraan,SMA / sederajat,Jl. Puri Asih VIII No. 12 Santosa Asih Jaya,4,4,,Cipamokolan,Kec. Rancasari,-6.94,108.0,"C1, D",Tidak Aktif,Yayasan
20219867,SLB ABCD CARINGIN,Keaksaraan,SMA / sederajat,Jl. Holis Gg. Faqih Rt 02/09,2,9,Caringin,Babakan,Kec. Babakan Ciparay,-6.9396,107.5705,"C1, D",Tidak Aktif,Yayasan
20219137,SMKS PASUNDAN 1 BANDUNG,SMK,SMA / sederajat,JL BALONGGEDE NO.44 BANDUNG,10,5,,Balong Gede,Kec. Regol,-6.9268,107.6069,Tidak ada,Tidak Aktif,Yayasan
20219725,SMA KARTIKA XIX-2,SMA,SMA / sederajat,JL. PAK GATOT RAYA NO. 73,2,2,-,Gegerkalong,Kec. Sukasari,-6.8652,107.5877,Tidak ada,Tidak Aktif,Yayasan
20265530,SMKS CITRA PEMBAHARUAN,SMK,SMA / sederajat,PAJAJARAN NO.92,3,4,,Pamoyanan,Kec. Cicendo,-6.9059,107.593,Tidak ada,Tidak Aktif,Yayasan
20272028,SMKS PAHLAWAN TOHA,SMK,SMA / sederajat,Jl. Peta (Sukamulya I),1,9,Sukamulya,Suka Asih,Kec. Bojong Loa Kaler,-6.9326,107.5895,Tidak ada,Tidak Aktif,Yayasan
20219727,SMAS KARTIKA XIX-1,SMA,SMA / sederajat,JL. TAMAN PRAMUKA NO. 163,2,1,,Cihapit,Kec. Bandung Wetan,-6.9096,107.6268,Tidak ada,Tidak Aktif,Yayasan
20253836,SMAS PRIBADI,SMA,SMA / sederajat,Jln. PHH. Mustofa no. 41 ,2,6,-,Neglasari,Kec. Cibeunying Kaler,-6.8993,107.6408,Tidak ada,Tidak Aktif,Yayasan
20219254,SMAN 2 BANDUNG,SMA,SMA / sederajat,JL. CIHAMPELAS NO. 173,9,4,-,Cipaganti,Kec. Coblong,-6.8892,107.6038,Tidak ada,Aktif,Pemerintah Daerah
20219219,SMKS VIJAYA KUSUMA,SMK,SMA / sederajat,JL. DR. SETIABUDI NO. 238,4,6,-,Ledeng,Kec. Cidadap,-6.8638,107.5942,Tidak ada,Tidak Aktif,Yayasan
20265522,SMAS PLUS PARIWISATA,SMA,SMA / sederajat,JL. TERS. BOROBUDUR NO. 1-4,3,4,-,Cibaduyut Kidul,Kec. Bojong Loa Kidul,-6.9584,107.5914,Tidak ada,Tidak Aktif,Yayasan
20219785,SMAS NUSANTARA,SMA,SMA / sederajat,JL.KOPO NO.322,1,7,Kopo,Kopo,Kec. Bojong Loa Kaler,-6.9419,107.592,Tidak ada,Tidak Aktif,Yayasan
20219140,SMKN 8 BANDUNG,SMK,SMA / sederajat,JLN. KILININGAN NO.31,3,6,-,Turangga,Kec. Lengkong,-6.9402,107.6289,Tidak ada,Aktif,Pemerintah Pusat
20219175,SMKN 11 BANDUNG,SMK,SMA / sederajat,JL. BUDI CILEMBER,1,4,-,Sukaraja,Kec. Cicendo,-6.899,107.5884,Tidak ada,Aktif,Pemerintah Daerah
20246140,SMKS BUDAYA BANGSA,SMK,SMA / sederajat,CITARIP RAYA BARAT  NO.16,5,10,-,Kopo,Kec. Bojong Loa Kaler,-6.9377,107.5886,Tidak ada,Tidak Aktif,Yayasan
20275333,SMKS BAKTI BANGSA,SMK,SMA / sederajat,SARIJADI BLOK I,2,2,Sarijadi,Sarijadi,Kec. Sukasari,-6.8756,107.5802,Tidak ada,Tidak Aktif,Yayasan
20219768,SMAS PAJAJARAN,SMA,SMA / sederajat,JL. MALEBER UTARA NO. 37,4,4,-,Maleber,Kec. Andir,-6.920902,107.599795,Tidak ada,Tidak Aktif,Yayasan
20280599,SLB ABCD LOB,Keaksaraan,SMA / sederajat,Jl. Manglayang  I  No. 7 ,3,5,,Palasari,Kec. Cibiru,-6.913808,107.724543,"C1, D",Tidak Aktif,Yayasan
20219178,SMKN 1 BANDUNG,SMK,SMA / sederajat,JL. WASTUKANCANA NO. 3,3,7,-,Babakan Ciamis,Kec. Sumur Bandung,-6.9132,107.6089,Tidak ada,Aktif,Pemerintah Pusat
20219773,SMAS PASUNDAN 7 BANDUNG,SMA,SMA / sederajat,JL. KEBONJATI NO. 31,3,3,-,Kebon Jeruk,Kec. Andir,-6.9162,107.601,Tidak ada,Tidak Aktif,Yayasan
20265521,SMAS PGRI 3,SMA,SMA / sederajat,SUKUP NO.15,1,1,-,Cigending,Kec. Ujungberung,-6.9111,107.6923,Tidak ada,Tidak Aktif,Yayasan
20219312,SMAN 4 BANDUNG,SMA,SMA / sederajat,JL. GARDUJATI NO. 20,1,8,,Kebon Jeruk,Kec. Andir,-6.9194,107.5983,"C1, D",Aktif,Pemerintah Daerah
20219718,SMAS GUNA DHARMA,SMA,SMA / sederajat,"JL. A.H. Nasution KM 11,70 ",1,5,-,Cipadung Kulon,Kec. Panyileukan,-6.9169,107.7055,Tidak ada,Tidak Aktif,Yayasan
69895400,SMA BPK PENABUR HOLIS,SMA,SMA / sederajat,Jl. Komplek Taman Holis Indah Blok A,1,1,Cigondewah Kaler,Cigondewah Kidul,Kec. Bandung Kulon,-6.934315,107.57332,Tidak ada,Tidak Aktif,Yayasan
20219217,SMKS PUTRA PAJAJARAN BANDUNG,SMK,SMA / sederajat,JL. PAJAJARAN BELAKANG NO. 37,4,4,-,Pasirkaliki,Kec. Cicendo,-6.9072,107.6024,Tidak ada,Tidak Aktif,Yayasan
20271653,SMKS GRACIA,SMK,SMA / sederajat,JALAN CIBADAK GG. SEREH 26,10,2,-,Cibadak,Kec. Astanaanyar,-6.9223,107.5977,"C1, D",Tidak Aktif,Yayasan
20219750,SMAS ASIA AFRIKA 55,SMA,SMA / sederajat,JL.A.YANI NO.107,2,11,-,Kebon Pisang,Kec. Sumur Bandung,-6.9202,107.6211,Tidak ada,Tidak Aktif,Yayasan
20265541,SMKS PLUS AL GHIPARI,SMK,SMA / sederajat,Jl. Cilengkrang 1 Blk. Kantor Kelurahan Cisurupan,3,5,-,Cisurupan,Kec. Cibiru,-6.9139,107.719,Tidak ada,Tidak Aktif,Yayasan
20219160,SMKN 14 BANDUNG,SMK,SMA / sederajat,JL. CIJAWURA HILIR NO. 341,6,12,Cijawura,Cijaura,Kec. Buahbatu,-6.9626,107.6597,"C1, D",Aktif,Pemerintah Pusat
20265532,SMKS LPPM 1 BANDUNG,SMK,SMA / sederajat,JL. TERUSAN NILEM BARAT NO. 49 B,3,1,-,Pasirluyu,Kec. Regol,-6.9358,107.6199,Tidak ada,Tidak Aktif,Yayasan
20219269,SMAS TARUNA BAKTI,SMA,SMA / sederajat,JL. RE. MARTADINATA,2,6,-,Citarum,Kec. Bandung Wetan,-6.9062,107.6187,Tidak ada,Tidak Aktif,Yayasan
20219810,SMA KRISTEN BPPK,SMA,SMA / sederajat,JL. KEBON JATI NO. 108,4,5,-,Kebon Jeruk,Kec. Andir,-6.9162,107.5986,Tidak ada,Tidak Aktif,Yayasan
20219794,SMAS KRISTEN PAULUS,SMA,SMA / sederajat,JL. RAJIMAN NO. 11,1,1,-,Ciroyom,Kec. Andir,-6.9162,107.5986,"C1, D",Tidak Aktif,Yayasan
20219877,SLB BC BINA KASIH,Keaksaraan,SMA / sederajat,Jl. Cipamokolan Kebon Jeruk Rt 02/07,2,9,,Derwati,Kec. Rancasari,-6.9532,107.6731,"B,C,C1",Tidak Aktif,Yayasan
20219779,SMAS PGRI 2,SMA,SMA / sederajat,JL. CIPAGALO GIRANG NO. 42,9,6,-,Margasari,Kec. Buahbatu,-6.9522,107.6473,Tidak ada,Tidak Aktif,Yayasan
20219793,SMAS REHOBOTH,SMA,SMA / sederajat,JL. RD. DEWI SARTIKA,2,2,-,,Kec. Regol,-6.9257,107.6045,Tidak ada,Tidak Aktif,Yayasan
20219247,SMAN 25 BANDUNG,SMA,SMA / sederajat,JL. BATURADEN VIII NO. 21,6,7,-,Mekarjaya,Kec. Rancasari,-6.9661,107.6656,Tidak ada,Aktif,Pemerintah Daerah
20272033,SMKS PRIMA GRAFIKA,SMK,SMA / sederajat,CIHAMPELAS BLK.NO.14,7,18,-,Taman Sari,Kec. Bandung Wetan,-6.906,107.6052,Tidak ada,Tidak Aktif,Yayasan
20219735,SMAS KARYA PEMB 2,SMA,SMA / sederajat,JL. RAYA UJUNGBERUNG NO. 25,1,1,-,Pasir Endah,Kec. Ujungberung,-6.9293,107.6885,Tidak ada,Tidak Aktif,Yayasan
20219327,SMAN 3 BANDUNG,SMA,SMA / sederajat,JL. BELITUNG  NO. 8,2,1,-,Merdeka,Kec. Sumur Bandung,-6.9122,107.6149,"C1, D",Aktif,Pemerintah Daerah
20219752,SMAS BINA DHARMA 1 BANDUNG,SMA,SMA / sederajat,JL. GEGERKALONG HILIR NO. 18,1,4,-,Gegerkalong,Kec. Sukasari,-6.8699,107.5926,Tidak ada,Tidak Aktif,Yayasan
20246324,SMAS JEND SUDIRMAN BANDUNG,SMA,SMA / sederajat,JL. BABAKAN TAROGONG NO. 119 F,6,4,-,Suka Asih,Kec. Bojong Loa Kaler,-6.9329,107.592,Tidak ada,Tidak Aktif,Yayasan
20219179,SMKS MUTIARA BANDUNG,SMK,SMA / sederajat,JL MALEBER UTARA NO.37 BDG,3,4,-,Garuda,Kec. Andir,-6.9074,107.5782,Tidak ada,Tidak Aktif,Yayasan
20219241,SMAN 12 BANDUNG,SMA,SMA / sederajat,JL. SEKEJATI KIARACONDON,1,10,Sukapura,Sukapura,Kec. Kiaracondong,-6.9409,107.6458,Tidak ada,Aktif,Pemerintah Daerah
20252150,SMKS TARUNA GANESHA,SMK,SMA / sederajat,PAHLAWAN NO. 67,8,8,-,Sukaluyu,Kec. Cibeunying Kaler,-6.896,107.6343,Tidak ada,Tidak Aktif,Yayasan
20219758,SMA AL FALAH KOTA BANDUNG,SMA,SMA / sederajat,JL. CISITU BARU NO. 52,3,11,-,Dago,Kec. Coblong,-6.8828,107.6132,Tidak ada,Tidak Aktif,Yayasan
20265539,SMKS PURAGABAYA,SMK,SMA / sederajat,H.YASIN NO.59 TERUSAN PASTEUR,9,2,-,Sukagalih,Kec. Sukajadi,-6.899,107.5966,Tidak ada,Tidak Aktif,Yayasan
20219733,SMAS KEMALA BHAYANGKARI,SMA,SMA / sederajat,JL. PALASARI NO. 24,8,9,,Malabar,Kec. Lengkong,-6.9121,107.5798,Tidak ada,Tidak Aktif,Yayasan
20219751,SMAS ADVENT,SMA,SMA / sederajat,JL. NARIPAN NO. 91,1,4,-,Kebon Pisang,Kec. Sumur Bandung,-6.9208,107.6164,Tidak ada,Tidak Aktif,Yayasan
20219158,SMKS PASUNDAN 3 BANDUNG,SMK,SMA / sederajat,JL. SUMATERA NO. 41,6,1,-,Babakan Ciamis,Kec. Sumur Bandung,-6.9112,107.6124,Tidak ada,Tidak Aktif,Yayasan
20274909,SMAS ISTIQOMAH,SMA,SMA / sederajat,KOMPLEK PURAGABAYA NO. 14 JL. CIJAWURA GIRANG RT 01/13 ,1,14,-,Sekejati,Kec. Buahbatu,-6.9443,107.6473,Tidak ada,Tidak Aktif,Yayasan
20219139,SMKN 9 BANDUNG,SMK,SMA / sederajat,JALAN SOEKARNO-HATTA KM. 10,9,6,-,Jati Sari,Kec. Buahbatu,-6.9403,107.657,Tidak ada,Aktif,Pemerintah Daerah
20219745,SLB D YPAC,Keaksaraan,SMA / sederajat,Jl. Mustang No. 46,1,7,,Sukawarna,Kec. Sukajadi,-6.8894,107.5776,"C1, D",Tidak Aktif,Yayasan
20219868,SLB ABC BINA MANDIRI ,Keaksaraan,SMA / sederajat,Jl. Sukamaju 17,2,5,Cipadung Kulon,Cipadung Kulon,Kec. Panyileukan,-6.9095,107.643,"C1, D",Tidak Aktif,Yayasan
20280591,SLB RISANTYA,Keaksaraan,SMA / sederajat,Jl Kota Baru No 30,7,8,Ciateul,Ciateul,Kec. Regol,-6.947702,107.619165,"C1, D",Tidak Aktif,Yayasan
20219782,SMA PGII 1,SMA,SMA / sederajat,Jl. Panatayuda No. 2,7,8,-,Lebak Gede,Kec. Coblong,-6.8972,107.6158,Tidak ada,Tidak Aktif,Yayasan
20219300,SMKS INDONESIA RAYA BANDUNG,SMK,SMA / sederajat,JL. PROF.SURYA SUMANTRI,4,5,Sukasari,Sukawarna,Kec. Sukajadi,-6.8889,107.5807,Tidak ada,Tidak Aktif,Yayasan
20219183,SMKS KIMIA DHARMA BHAKTI BANDUNG,SMK,SMA / sederajat,JALAN JENDERAL SUDIRMAN BELAKANG NO.765,4,7,-,Cibuntu,Kec. Bandung Kulon,-6.9213,107.5837,Tidak ada,Tidak Aktif,Yayasan
20272023,SMAS DARUL QUR AN,SMA,SMA / sederajat,Jalan Nagrog No. 85,3,12,Kampung Ciwaru,Pasanggrahan,Kec. Ujungberung,-6.856,107.5983,Tidak ada,Tidak Aktif,Yayasan
20276177,SMKS KARYA PEMBANGUNAN,SMK,SMA / sederajat,JL. H. NASUTION 25B,1,1,Cijalupang,Pasir Endah,Kec. Ujungberung,-6.9074,107.6893,Tidak ada,Tidak Aktif,Yayasan
20219279,SMAS TRINITAS BANDUNG,SMA,SMA / sederajat,JL. KEBONJATI 209,2,3,-,Ciroyom,Kec. Andir,-6.9167,107.593,Tidak ada,Tidak Aktif,Yayasan
20219249,SMAN 23 BANDUNG,SMA,SMA / sederajat,JL. MALANGBONG RAYA,0,0,-,Antapani Wetan,Kec. Antapani,-6.9128,107.665,Tidak ada,Aktif,Pemerintah Daerah
20219280,SMAS PUTRA PAJAJARAN,SMA,SMA / sederajat,JL. PAJAJARAN BLK NO. 37,4,4,-,Pasirkaliki,Kec. Cicendo,-6.9072,107.6024,Tidak ada,Tidak Aktif,Yayasan
20219799,SMAS LPPN,SMA,SMA / sederajat,RAJAWALI TIMUR NO. 76,1,7,Ciroyom,Ciroyom,Kec. Andir,-6.9156,107.585,Tidak ada,Tidak Aktif,Yayasan
20246420,SMK NUSA BHAKTI BANDUNG,SMK,SMA / sederajat,JALAN CILENTAH NO. 30,8,8,-,Burangrang,Kec. Lengkong,-6.9117,107.5771,Tidak ada,Tidak Aktif,Yayasan
20219301,SMKS IGASAR PINDAD BANDUNG,SMK,SMA / sederajat,JL.CISARANTEN KULON NO.17 BANDUNG,5,7,-,Cisaranten Kulon,Kec. Arcamanik,-6.9308,107.6796,Tidak ada,Tidak Aktif,Yayasan
20219726,SMAS KARTIKA III-3,SMA,SMA / sederajat,JL. ACEH NO. 108,9,6,-,Merdeka,Kec. Sumur Bandung,-6.9096,108.0,Tidak ada,Tidak Aktif,Yayasan
20219295,SMKS KENCANA BANDUNG,SMK,SMA / sederajat,JL BBK. SURABAYA NO. 44,4,1,-,Babakan Sari,Kec. Kiaracondong,-6.9187,107.6476,Tidak ada,Tidak Aktif,Yayasan
20219326,SMAN 8 BANDUNG,SMA,SMA / sederajat,JL. SOLONTONGAN NO. 3,1,6,-,Turangga,Kec. Lengkong,-6.9384,107.6258,Tidak ada,Aktif,Pemerintah Daerah
20219144,SMKN 4 BANDUNG,SMK,SMA / sederajat,"JL. KLININGAN NO.6, BUAH BATU",2,5,-,Turangga,Kec. Lengkong,-6.9418,107.6285,Tidak ada,Aktif,Pemerintah Daerah
20219771,SMAS NUSANTARA 1,SMA,SMA / sederajat,JL. DR. SETIABUDI NO. 234,1,2,-,Ledeng,Kec. Cidadap,-6.8645,107.5943,Tidak ada,Tidak Aktif,Yayasan
20271280,SMKS PUTRA PAJAJARAN 2 BANDUNG,SMK,SMA / sederajat,LODAYA NO.38,10,7,-,Turangga,Kec. Lengkong,-6.9315,107.624,Tidak ada,Tidak Aktif,Yayasan
20219293,SMKS ICB CINTA WISATA,SMK,SMA / sederajat,JL. PAHLAWAN NO.19 BANDUNG,7,6,-,Cihaurgeulis,Kec. Cibeunying Kaler,-6.8994,107.6334,Tidak ada,Tidak Aktif,Yayasan
69830375,SLB DARUL HIDAYAH,Keaksaraan,SMA / sederajat,Jl. 17 Agustus 2 No 19,1,2,,Cibangkong,Kec. Batununggal,-6.929953,107.637372,"C1, D",Tidak Aktif,Yayasan
20217941,SLB WIDI ASIH,Keaksaraan,SMA / sederajat,Jl. Dakota Perum Taman Pesona Mediteran G1,4,7,,Campaka,Kec. Andir,-6.9025,107.5765,"C1, D",Tidak Aktif,Yayasan
20219874,SLB ADITYA GRAHITA,Keaksaraan,SMA / sederajat,Jl. Cibeunying Permai III  No. 9,4,11,,Cigadung,Kec. Cibeunying Kaler,-6.8879,107.6377,C - Tuna grahita ringan,Tidak Aktif,Yayasan
20219746,SPLB C YPLB,Keaksaraan,SMA / sederajat,Jl. Hegar Asih No. 1-3,2,3,,Cipaganti,Kec. Coblong,-6.897648,107.618483,"C1, D",Tidak Aktif,Yayasan
20219876,SLB BC NIKE ARDILA YPWN,Keaksaraan,SMA / sederajat,Jl. Kali Cipamokolan Soekarno - Hatta,2,2,,Cipamokolan,Kec. Rancasari,-6.9523,107.6794,"C1, D",Tidak Aktif,Yayasan
20219281,SMKS KIANSANTANG BANDUNG,SMK,SMA / sederajat,JL JEND. SUDIRMAN 330/77 BANDUNG,1,5,Dunguscariang,Dungus Cariang,Kec. Andir,-6.9162,107.5805,Tidak ada,Tidak Aktif,Yayasan
20265523,SMKS NUGRAHA,SMK,SMA / sederajat,TERUSAN HALIMUN NO.37,2,6,-,Lingkar Selatan,Kec. Lengkong,-6.9279,107.6243,Tidak ada,Tidak Aktif,Lainnya
20219231,SMK PU N PROVINSI JAWA BARAT,SMK,SMA / sederajat,JALAN GARUT NO.10,2,4,-,Kacapiring,Kec. Batununggal,-6.9175,107.6323,Tidak ada,Aktif,Pemerintah Daerah
20265549,SMKS YPKKP,SMK,SMA / sederajat,JL CIJERAH NO. 230,5,5,-,Cijerah,Kec. Bandung Kulon,-6.9274,107.5651,Tidak ada,Tidak Aktif,Yayasan
20219797,SMAS KRISTEN DAGO,SMA,SMA / sederajat,JL. IR. H. JUANDA 93 BANDUNG,0,0,-,Lebak Siliwangi,Kec. Coblong,-6.8967,107.6116,Tidak ada,Tidak Aktif,Yayasan
20219149,SMKS PROFITA BANDUNG,SMK,SMA / sederajat,JL PAJAGALAN BELAKANG 67 BDG,0,0,-,Karang Anyar,Kec. Astanaanyar,-6.9258,107.6013,Tidak ada,Tidak Aktif,Yayasan
20219257,SMAN 10 BANDUNG,SMA,SMA / sederajat,JL. CIKUTRA NO. 77,4,11,-,Cikutra,Kec. Cibeunying Kidul,-6.9024,107.6434,Tidak ada,Aktif,Lainnya
20265546,"SMKS TEKNIK INFORMATIKA, KOTA BANDUNG",SMK,SMA / sederajat,JL. BABAKAN SARI NO. 68 KIARACONDONG KOTA BANDUNG,2,14,-,Babakan Sari,Kec. Kiaracondong,-6.9215,107.6562,Tidak ada,Tidak Aktif,Yayasan
20219289,SMKS BINA WARGA BANDUNG,SMK,SMA / sederajat,JL. BUAH BATU NO.135 BANDUNG,10,8,-,Turangga,Kec. Lengkong,-6.9365,107.6222,Tidak ada,Tidak Aktif,Yayasan
20219162,SMKS MERDEKA BANDUNG,SMK,SMA / sederajat,JL PAHLAWAN NO.54 BANDUNG,2,1,-,Neglasari,Kec. Cibeunying Kaler,-6.8969,107.635,Tidak ada,Tidak Aktif,Yayasan
20219728,SMAS BPK 2 PENABUR,SMA,SMA / sederajat,JL. DURSASANA NO. 8,2,5,-,Pamoyanan,Kec. Cicendo,-6.9042,107.6021,Tidak ada,Tidak Aktif,Yayasan
20219263,SMAS ALLOYSIUS 1,SMA,SMA / sederajat,JL. SULTAN AGUNG NO. 4,2,3,-,Citarum,Kec. Bandung Wetan,-5.4438,114.4211,Tidak ada,Tidak Aktif,Yayasan
20219284,SMK BUMI SILIWANGI,SMK,SMA / sederajat,JL. RANCABOLANG NO.48 B Margahayu Raya Bandung,1,4,Margahayu Raya,Sekejati,Kec. Buahbatu,-6.947,107.6625,Tidak ada,Tidak Aktif,Yayasan
20219166,SMKS MADYA BANDUNG,SMK,SMA / sederajat,JL.SEKELIMUS UTARA I NO.16,1,7,-,Batununggal,Kec. Bandung Kidul,-6.9467,107.6393,Tidak ada,Tidak Aktif,Yayasan
20219756,SMAS ANGKASA,SMA,SMA / sederajat,Jl. Lettu Subagio No. 22,2,11,-,Husen Sastranegara,Kec. Cicendo,-6.9062,107.583,Tidak ada,Tidak Aktif,Yayasan
20219811,SLB C SUKAPURA,Keaksaraan,SMA / sederajat,Komplek Bumi Asri Sukapura,4,4,,Sukapura,Kec. Kiaracondong,-6.9303,107.6544,"C1, D",Tidak Aktif,Yayasan
20280597,SLB AZ-ZAKIYAH,Keaksaraan,SMA / sederajat,Jl. Cijawura Hilir II No. 15,6,10,,Cijaura,Kec. Buahbatu,-6.9596,107.66,"C1, D",Tidak Aktif,Yayasan
20280598,SLB AUTIS PRANANDA,Keaksaraan,SMA / sederajat,Jl. BUANA MEKAR  1 NO.16  LOGAM,0,0,,Kujangsari,Kec. Bandung Kidul,-6.9577,107.6451,"C1, D",Tidak Aktif,Yayasan
20219305,SMKS AQUA VITAE,SMK,SMA / sederajat,TERUSAN BOROBUDUR NO.1-4,3,1,-,Cibaduyut Kidul,Kec. Bojong Loa Kidul,-6.9584,107.5915,Tidak ada,Tidak Aktif,Yayasan
